ID,Session0_Pilot1,Configuration,Period,Subject,Group,Profit,TotalProfit,Participate,conf,treat,orden,profit,totalProfit,totalEuros,totalPay,eurosFS,conF1,conF2,conF3,conF4,conF5,ownCon,groupF1,groupF2,groupF3,groupF4,groupF5,FS1G,FS2G,FS3G,FS4G,FS5G,sumFSG,cumSumFS,profF1,profF2,profF3,profF4,profF5,hasDecided,oldGroupF1,oldGroupF2,oldGroupF3,oldGroupF4,oldGroupF5,remainECU,age,gender,studies,level,q1,q2,q3,q4,q5,rand,ranking,screen,TimeAnteriorTutorialOK,TimeContinuarTutorialOK,TimeEmpezarTutorialOK,secsTime,remainTime,show,LeaveStage,TimeCuntoMeQuedaDecOK,TimeAceptarDecOK,maxValue1,minValue1,total,aRandCon[1],aRandCon[2],aRandCon[3],aRandCon[4],aRandCon[5],aRandCon[6],i,itRandCon,con_i,TimeContinuarEndPartOK,TimeEmpezarIniPart2OK,TimeContinuarQuestionsOK,sumaE_FS,TimeOKPaymentOK,timing
1284,0,1,22,24,4,0,0,0,1,1,2,145.2,2902.9775,0,0,0,96,1,1,1,1,0,756,66,41,56,81,0,3.3,4.1,8.4,16.2,32,116.615,113.4,9.405,5.535,7.14,9.72,1,600,80,65,80,175,0,19,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,34,1,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1285,0,1,22,25,2,0,0,0,1,1,2,131.9475,2328.545,0,0,0,0,25,25,25,25,0,141,120,147,375,217,0,6,14.7,56.25,43.4,120.35,168.77,21.15,17.1,19.845,47.8125,26.04,1,151,164,160,284,241,100,41,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,46,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1286,0,1,22,26,6,0,0,0,1,1,2,141.6375,2170.1625,0,0,0,0,100,0,0,0,0,486,206,111,101,96,0,10.3,11.1,15.15,19.2,55.75,120.925,72.9,29.355,14.985,12.8775,11.52,1,526,121,111,121,121,100,19,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,36,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1287,0,1,22,27,6,0,0,0,1,1,2,141.6375,3550.1625,0,0,0,100,0,0,0,0,0,486,206,111,101,96,0,10.3,11.1,15.15,19.2,55.75,120.925,72.9,29.355,14.985,12.8775,11.52,1,526,121,111,121,121,100,19,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,42,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1288,0,1,22,28,3,0,0,0,1,2,1,100.19,2963.3825,0,0,0,40,0,0,30,10,20,162,86,76,114,157,0,4.3,7.6,17.1,31.4,60.4,180.845,24.3,12.255,10.26,14.535,18.84,1,231,57,118,200,130,20,24,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,27,1,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1289,0,1,22,29,1,0,0,0,1,2,1,68.16,2857.0125,0,0,0,15,15,30,20,20,0,85,56,147,78,147,0,2.8,14.7,11.7,29.4,58.6,200.825,12.75,7.98,19.845,9.945,17.64,1,70,40,140,100,192,15,19,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,20,1,0,35,19,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1290,0,1,22,30,6,0,0,0,1,1,2,141.6375,3154.1625,0,0,0,20,20,20,20,20,0,486,206,111,101,96,0,10.3,11.1,15.15,19.2,55.75,120.925,72.9,29.355,14.985,12.8775,11.52,1,526,121,111,121,121,100,19,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,38,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1291,0,1,22,31,4,0,0,0,1,1,2,145.2,3353.9775,0,0,0,100,0,0,0,0,0,756,66,41,56,81,0,3.3,4.1,8.4,16.2,32,116.615,113.4,9.405,5.535,7.14,9.72,1,600,80,65,80,175,100,20,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,41,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1292,0,1,22,32,3,0,0,0,1,2,1,135.19,3038.3825,0,0,0,10,5,5,10,15,55,162,86,76,114,157,0,4.3,7.6,17.1,31.4,60.4,180.845,24.3,12.255,10.26,14.535,18.84,1,231,57,118,200,130,55,19,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,37,1,0,39,37,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1293,0,1,22,33,5,0,0,0,1,2,1,99.775,3054.58,0,0,0,15,15,15,15,15,25,245,85,60,55,90,0,4.25,6,8.25,18,36.5,108.78,36.75,12.1125,8.1,7.0125,10.8,1,315,135,95,70,135,25,18,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,49,1,0,51,50,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1294,0,1,22,34,2,0,0,0,1,1,2,131.9475,2708.545,0,0,0,10,20,10,40,20,0,141,120,147,375,217,0,6,14.7,56.25,43.4,120.35,168.77,21.15,17.1,19.845,47.8125,26.04,1,151,164,160,284,241,10,18,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,28,1,0,31,27,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1295,0,1,22,35,2,0,0,0,1,1,2,131.9475,2839.545,0,0,0,0,10,20,30,40,0,141,120,147,375,217,0,6,14.7,56.25,43.4,120.35,168.77,21.15,17.1,19.845,47.8125,26.04,1,151,164,160,284,241,100,55,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,12,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1296,0,1,22,36,4,0,0,0,1,1,2,145.2,2782.9775,0,0,0,60,10,0,10,20,0,756,66,41,56,81,0,3.3,4.1,8.4,16.2,32,116.615,113.4,9.405,5.535,7.14,9.72,1,600,80,65,80,175,0,25,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,19,1,0,26,18,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1297,0,1,22,37,1,0,0,0,1,2,1,118.16,2977.0125,0,0,0,0,0,0,0,50,50,85,56,147,78,147,0,2.8,14.7,11.7,29.4,58.6,200.825,12.75,7.98,19.845,9.945,17.64,1,70,40,140,100,192,100,22,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,39,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1298,0,1,22,38,4,0,0,0,1,1,2,145.2,3456.9775,0,0,0,50,10,10,10,20,0,756,66,41,56,81,0,3.3,4.1,8.4,16.2,32,116.615,113.4,9.405,5.535,7.14,9.72,1,600,80,65,80,175,20,22,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,36,1,0,39,36,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1299,0,1,22,39,3,0,0,0,1,2,1,145.19,3043.3825,0,0,0,15,5,5,5,5,65,162,86,76,114,157,0,4.3,7.6,17.1,31.4,60.4,180.845,24.3,12.255,10.26,14.535,18.84,1,231,57,118,200,130,65,29,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,41,1,0,43,41,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1300,0,1,22,40,2,0,0,0,1,1,2,131.9475,2828.545,0,0,0,60,5,5,10,20,0,141,120,147,375,217,0,6,14.7,56.25,43.4,120.35,168.77,21.15,17.1,19.845,47.8125,26.04,1,151,164,160,284,241,100,26,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,31,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1301,0,1,22,41,2,0,0,0,1,1,2,131.9475,3248.545,0,0,0,0,0,0,100,0,0,141,120,147,375,217,0,6,14.7,56.25,43.4,120.35,168.77,21.15,17.1,19.845,47.8125,26.04,1,151,164,160,284,241,100,21,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,38,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1302,0,1,22,42,5,0,0,0,1,2,1,124.775,3089.58,0,0,0,0,30,0,0,20,50,245,85,60,55,90,0,4.25,6,8.25,18,36.5,108.78,36.75,12.1125,8.1,7.0125,10.8,1,315,135,95,70,135,100,24,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,9,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1303,0,1,22,43,1,0,0,0,1,2,1,168.16,3047.0125,0,0,0,0,0,0,0,0,100,85,56,147,78,147,0,2.8,14.7,11.7,29.4,58.6,200.825,12.75,7.98,19.845,9.945,17.64,1,70,40,140,100,192,100,21,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,12,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1304,0,1,22,44,5,0,0,0,1,2,1,99.775,3079.58,0,0,0,10,10,20,25,10,25,245,85,60,55,90,0,4.25,6,8.25,18,36.5,108.78,36.75,12.1125,8.1,7.0125,10.8,1,315,135,95,70,135,30,19,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,6,1,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1305,0,1,22,45,4,0,0,0,1,1,2,145.2,2662.9775,0,0,0,100,0,0,0,0,0,756,66,41,56,81,0,3.3,4.1,8.4,16.2,32,116.615,113.4,9.405,5.535,7.14,9.72,1,600,80,65,80,175,100,19,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,23,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1306,0,1,22,46,6,0,0,0,1,1,2,141.6375,2485.1625,0,0,0,15,20,30,20,15,0,486,206,111,101,96,0,10.3,11.1,15.15,19.2,55.75,120.925,72.9,29.355,14.985,12.8775,11.52,1,526,121,111,121,121,0,34,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,39,1,0,43,39,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1307,0,1,22,47,5,0,0,0,1,2,1,74.775,3029.58,0,0,0,75,0,0,0,25,0,245,85,60,55,90,0,4.25,6,8.25,18,36.5,108.78,36.75,12.1125,8.1,7.0125,10.8,1,315,135,95,70,135,100,18,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1308,0,1,22,48,1,0,0,0,1,2,1,168.16,3057.0125,0,0,0,0,0,0,0,0,100,85,56,147,78,147,0,2.8,14.7,11.7,29.4,58.6,200.825,12.75,7.98,19.845,9.945,17.64,1,70,40,140,100,192,100,35,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,29,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1309,0,1,22,49,1,0,0,0,1,2,1,118.16,2957.0125,0,0,0,0,0,50,0,0,50,85,56,147,78,147,0,2.8,14.7,11.7,29.4,58.6,200.825,12.75,7.98,19.845,9.945,17.64,1,70,40,140,100,192,100,24,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,12,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1310,0,1,22,50,1,0,0,0,1,2,1,108.16,2897.0125,0,0,0,20,0,20,20,0,40,85,56,147,78,147,0,2.8,14.7,11.7,29.4,58.6,200.825,12.75,7.98,19.845,9.945,17.64,1,70,40,140,100,192,100,21,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,40,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1311,0,1,22,51,3,0,0,0,1,2,1,85.19,2958.3825,0,0,0,20,20,20,20,15,5,162,86,76,114,157,0,4.3,7.6,17.1,31.4,60.4,180.845,24.3,12.255,10.26,14.535,18.84,1,231,57,118,200,130,0,22,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,36,1,0,41,35,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1312,0,1,22,52,5,0,0,0,1,2,1,124.775,3129.58,0,0,0,50,0,0,0,0,50,245,85,60,55,90,0,4.25,6,8.25,18,36.5,108.78,36.75,12.1125,8.1,7.0125,10.8,1,315,135,95,70,135,100,19,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,40,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1313,0,1,22,53,5,0,0,0,1,2,1,74.775,3029.58,0,0,0,50,10,20,10,10,0,245,85,60,55,90,0,4.25,6,8.25,18,36.5,108.78,36.75,12.1125,8.1,7.0125,10.8,1,315,135,95,70,135,100,37,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,39,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1314,0,1,22,54,4,0,0,0,1,1,2,145.2,3432.9775,0,0,0,40,15,15,15,15,0,756,66,41,56,81,0,3.3,4.1,8.4,16.2,32,116.615,113.4,9.405,5.535,7.14,9.72,1,600,80,65,80,175,20,19,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,26,1,0,36,24,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1315,0,1,22,55,1,0,0,0,1,2,1,80.16,2899.0125,0,0,0,15,16,17,28,12,12,85,56,147,78,147,0,2.8,14.7,11.7,29.4,58.6,200.825,12.75,7.98,19.845,9.945,17.64,1,70,40,140,100,192,12,19,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,32,1,0,32,31,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1316,0,1,22,56,2,0,0,0,1,1,2,131.9475,2047.545,0,0,0,0,10,10,50,30,0,141,120,147,375,217,0,6,14.7,56.25,43.4,120.35,168.77,21.15,17.1,19.845,47.8125,26.04,1,151,164,160,284,241,100,20,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,43,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1317,0,1,22,57,3,0,0,0,1,2,1,180.19,3028.3825,0,0,0,0,0,0,0,0,100,162,86,76,114,157,0,4.3,7.6,17.1,31.4,60.4,180.845,24.3,12.255,10.26,14.535,18.84,1,231,57,118,200,130,100,19,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,46,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1318,0,1,22,58,1,0,0,0,1,2,1,128.16,3015.0125,0,0,0,10,0,0,0,30,60,85,56,147,78,147,0,2.8,14.7,11.7,29.4,58.6,200.825,12.75,7.98,19.845,9.945,17.64,1,70,40,140,100,192,100,18,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,37,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1319,0,1,22,59,2,0,0,0,1,1,2,131.9475,2783.545,0,0,0,10,10,10,35,35,0,141,120,147,375,217,0,6,14.7,56.25,43.4,120.35,168.77,21.15,17.1,19.845,47.8125,26.04,1,151,164,160,284,241,100,36,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,49,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1320,0,1,22,60,1,0,0,0,1,2,1,143.16,2952.0125,0,0,0,5,5,5,5,5,75,85,56,147,78,147,0,2.8,14.7,11.7,29.4,58.6,200.825,12.75,7.98,19.845,9.945,17.64,1,70,40,140,100,192,100,20,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,34,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1321,0,1,23,1,4,0,0,0,1,1,2,140.88,2603.8575,0,0,0,30,20,20,15,15,0,607,57,56,73,207,0,2.85,5.6,10.95,41.4,60.8,122.695,91.05,8.1225,7.56,9.3075,24.84,1,756,66,41,56,81,30,26,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,25,1,0,49,25,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1322,0,1,23,2,5,0,0,0,1,2,1,151.725,3271.305,0,0,0,10,0,0,0,0,90,181,52,53,44,120,0,2.6,5.3,6.6,24,38.5,112.63,27.15,7.41,7.155,5.61,14.4,1,245,85,60,55,90,100,21,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,42,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1323,0,1,23,3,1,0,0,0,1,2,1,66.4725,2923.485,0,0,0,20,10,20,30,20,0,78,79,109,112,121,0,3.95,10.9,16.8,24.2,55.85,206.41,11.7,11.2575,14.715,14.28,14.52,1,85,56,147,78,147,50,49,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,33,1,0,41,33,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1324,0,1,23,4,2,0,0,0,1,1,2,133.68,3042.225,0,0,0,10,20,10,10,50,0,204,115,168,327,186,0,5.75,16.8,49.05,37.2,108.8,179.65,30.6,16.3875,22.68,41.6925,22.32,1,141,120,147,375,217,100,58,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,25,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1325,0,1,23,5,3,0,0,0,1,2,1,127.7125,3131.095,0,0,0,60,1,1,1,15,22,271,54,119,163,171,0,2.7,11.9,24.45,34.2,73.25,188.17,40.65,7.695,16.065,20.7825,20.52,1,162,86,76,114,157,22,18,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,21,1,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1326,0,1,23,6,3,0,0,0,1,2,1,175.7125,3214.095,0,0,0,10,0,0,5,15,70,271,54,119,163,171,0,2.7,11.9,24.45,34.2,73.25,188.17,40.65,7.695,16.065,20.7825,20.52,1,162,86,76,114,157,70,18,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,35,1,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1327,0,1,23,7,6,0,0,0,1,1,2,141.9375,2714.1,0,0,0,96,1,1,1,1,0,551,131,121,86,111,0,6.55,12.1,12.9,22.2,53.75,126.3,82.65,18.6675,16.335,10.965,13.32,1,486,206,111,101,96,100,21,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,52,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1328,0,1,23,8,6,0,0,0,1,1,2,141.9375,4144.1,0,0,0,100,0,0,0,0,0,551,131,121,86,111,0,6.55,12.1,12.9,22.2,53.75,126.3,82.65,18.6675,16.335,10.965,13.32,1,486,206,111,101,96,100,23,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,52,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1329,0,1,23,9,5,0,0,0,1,2,1,161.725,3306.305,0,0,0,0,0,0,0,0,100,181,52,53,44,120,0,2.6,5.3,6.6,24,38.5,112.63,27.15,7.41,7.155,5.61,14.4,1,245,85,60,55,90,100,24,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,45,1,0,49,46,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1330,0,1,23,10,6,0,0,0,1,1,2,141.9375,2637.1,0,0,0,30,30,20,10,10,0,551,131,121,86,111,0,6.55,12.1,12.9,22.2,53.75,126.3,82.65,18.6675,16.335,10.965,13.32,1,486,206,111,101,96,100,24,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,16,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1331,0,1,23,11,4,0,0,0,1,1,2,140.88,3079.8575,0,0,0,15,15,20,30,20,0,607,57,56,73,207,0,2.85,5.6,10.95,41.4,60.8,122.695,91.05,8.1225,7.56,9.3075,24.84,1,756,66,41,56,81,20,18,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,44,1,0,50,44,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1332,0,1,23,12,6,0,0,0,1,1,2,141.9375,3132.1,0,0,0,20,20,20,20,20,0,551,131,121,86,111,0,6.55,12.1,12.9,22.2,53.75,126.3,82.65,18.6675,16.335,10.965,13.32,1,486,206,111,101,96,100,39,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,48,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1333,0,1,23,13,4,0,0,0,1,1,2,140.88,2696.8575,0,0,0,96,1,1,1,1,0,607,57,56,73,207,0,2.85,5.6,10.95,41.4,60.8,122.695,91.05,8.1225,7.56,9.3075,24.84,1,756,66,41,56,81,100,29,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,46,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1334,0,1,23,14,3,0,0,0,1,2,1,120.7125,3064.095,0,0,0,10,25,20,15,15,15,271,54,119,163,171,0,2.7,11.9,24.45,34.2,73.25,188.17,40.65,7.695,16.065,20.7825,20.52,1,162,86,76,114,157,15,46,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,35,1,0,37,34,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1335,0,1,23,15,4,0,0,0,1,1,2,140.88,2633.8575,0,0,0,0,0,0,0,100,0,607,57,56,73,207,0,2.85,5.6,10.95,41.4,60.8,122.695,91.05,8.1225,7.56,9.3075,24.84,1,756,66,41,56,81,100,27,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,51,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1336,0,1,23,16,5,0,0,0,1,2,1,156.725,3361.305,0,0,0,5,0,0,0,0,95,181,52,53,44,120,0,2.6,5.3,6.6,24,38.5,112.63,27.15,7.41,7.155,5.61,14.4,1,245,85,60,55,90,100,23,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,48,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1337,0,1,23,17,6,0,0,0,1,1,2,141.9375,2312.1,0,0,0,30,20,15,15,20,0,551,131,121,86,111,0,6.55,12.1,12.9,22.2,53.75,126.3,82.65,18.6675,16.335,10.965,13.32,1,486,206,111,101,96,0,18,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,38,1,0,41,39,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1338,0,1,23,18,2,0,0,0,1,1,2,133.68,2881.225,0,0,0,9,0,78,12,1,0,204,115,168,327,186,0,5.75,16.8,49.05,37.2,108.8,179.65,30.6,16.3875,22.68,41.6925,22.32,0,141,120,147,375,217,30,21,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,0,1,0,37,0,0,0,5,3,4,1,5,2,0,6,4,0,-,-,-,-,-,0
1339,0,1,23,19,3,0,0,0,1,2,1,117.7125,3095.095,0,0,0,11,9,43,8,17,12,271,54,119,163,171,0,2.7,11.9,24.45,34.2,73.25,188.17,40.65,7.695,16.065,20.7825,20.52,1,162,86,76,114,157,12,21,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,39,1,0,41,39,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1340,0,1,23,20,5,0,0,0,1,2,1,126.725,3256.305,0,0,0,15,5,5,5,5,65,181,52,53,44,120,0,2.6,5.3,6.6,24,38.5,112.63,27.15,7.41,7.155,5.61,14.4,1,245,85,60,55,90,65,24,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,29,1,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1341,0,1,23,21,6,0,0,0,1,1,2,141.9375,2577.1,0,0,0,20,20,25,10,25,0,551,131,121,86,111,0,6.55,12.1,12.9,22.2,53.75,126.3,82.65,18.6675,16.335,10.965,13.32,1,486,206,111,101,96,100,22,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,43,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1342,0,1,23,22,3,0,0,0,1,2,1,105.7125,3064.095,0,0,0,10,0,0,90,0,0,271,54,119,163,171,0,2.7,11.9,24.45,34.2,73.25,188.17,40.65,7.695,16.065,20.7825,20.52,1,162,86,76,114,157,100,24,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,11,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1343,0,1,23,23,2,0,0,0,1,1,2,133.68,2400.225,0,0,0,25,25,0,25,25,0,204,115,168,327,186,0,5.75,16.8,49.05,37.2,108.8,179.65,30.6,16.3875,22.68,41.6925,22.32,1,141,120,147,375,217,0,18,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,45,1,0,48,46,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1344,0,1,23,24,4,0,0,0,1,1,2,140.88,3043.8575,0,0,0,96,1,1,1,1,0,607,57,56,73,207,0,2.85,5.6,10.95,41.4,60.8,122.695,91.05,8.1225,7.56,9.3075,24.84,1,756,66,41,56,81,100,19,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,47,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1345,0,1,23,25,2,0,0,0,1,1,2,133.68,2462.225,0,0,0,0,25,25,25,25,0,204,115,168,327,186,0,5.75,16.8,49.05,37.2,108.8,179.65,30.6,16.3875,22.68,41.6925,22.32,1,141,120,147,375,217,100,41,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,42,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,1
1346,0,1,23,26,6,0,0,0,1,1,2,141.9375,2312.1,0,0,0,100,0,0,0,0,0,551,131,121,86,111,0,6.55,12.1,12.9,22.2,53.75,126.3,82.65,18.6675,16.335,10.965,13.32,1,486,206,111,101,96,100,19,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,49,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,2
1347,0,1,23,27,6,0,0,0,1,1,2,141.9375,3692.1,0,0,0,100,0,0,0,0,0,551,131,121,86,111,0,6.55,12.1,12.9,22.2,53.75,126.3,82.65,18.6675,16.335,10.965,13.32,1,486,206,111,101,96,100,19,0,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,48,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
1348,0,1,23,28,3,0,0,0,1,2,1,105.7125,3069.095,0,0,0,15,0,0,5,80,0,271,54,119,163,171,0,2.7,11.9,24.45,34.2,73.25,188.17,40.65,7.695,16.065,20.7825,20.52,1,162,86,76,114,157,0,24,1,,,-1,-1,-1,-1,-1,-,-,1,-,-,-,-1,1,1,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
